,date,merchant,description,money_out,money_in,account,account_country,spending_category,type,original_currency_amount,currency,conversion_rate,merchant_town,merchant_postcode,merchant_country
561,2022-07-09 00:00:00,iZ *H 0 S,"iZ *H 0 S AMSTERDAM, NL",65.0,,bunq,NL,,,,euro,,,,
562,2022-07-09 00:00:00,Reggae Rita's via CCV Group BV,I220709194725401CB858E87N1 0051100118866842 Ser.vi Web Order,24.5,,bunq,NL,,,,euro,,,,
563,2022-07-09 00:00:00,ZTL*Reggae Rita,"ZTL*Reggae Rita Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
564,2022-07-10 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",26.42,,bunq,NL,,,,euro,,,,
565,2022-07-10 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",0.5,,bunq,NL,,,,euro,,,,
566,2022-07-10 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.38,,bunq,NL,,,,euro,,,,
567,2022-07-11 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.64,,bunq,NL,,,,euro,,,,
568,2022-07-11 00:00:00,NOMZAMO NCUBE,FROM STARLING PAYMENTS 220711-3G120Q396,,936.12,bunq,NL,,,,euro,,,,
569,2022-07-11 00:00:00,bunq,invoice 9050554,5.0,,bunq,NL,,,,euro,,,,
570,2022-07-11 00:00:00,Action 1374,"Action 1374 Amsterdam, NL",18.53,,bunq,NL,,,,euro,,,,
571,2022-07-11 00:00:00,ALBERT HEIJN 1493,"ALBERT HEIJN 1493 AMSTERDAM, NL",8.18,,bunq,NL,,,,euro,,,,
572,2022-07-12 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
573,2022-07-12 00:00:00,Bar Botanique BV,"Bar Botanique BV Amsterdam, NL",47.8,,bunq,NL,,,,euro,,,,
574,2022-07-13 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.98,,bunq,NL,,,,euro,,,,
575,2022-07-14 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",29.2,,bunq,NL,,,,euro,,,,
576,2022-07-14 00:00:00,Holland & Barrett,"Holland & Barrett AMSTERDAM, NL",52.56,,bunq,NL,,,,euro,,,,
577,2022-07-14 00:00:00,Action 1374,"Action 1374 Amsterdam, NL",20.7,,bunq,NL,,,,euro,,,,
578,2022-07-14 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",1.39,,bunq,NL,,,,euro,,,,
579,2022-07-14 00:00:00,bol.com b.v. collecting for bol.com,1379815096 0051100121853570 bol.com ref 1379815096 bol.com,27.81,,bunq,NL,,,,euro,,,,
580,2022-07-14 00:00:00,Duux B.V. via Mollie,M05154034MDSF69Q 1150011125207390 Order 22104892 duuxstore.com,143.99,,bunq,NL,,,,euro,,,,
581,2022-07-15 00:00:00,Treatwell BNL B.V.,4YAE9MA 0140000076837474 TREATWELL,60.0,,bunq,NL,,,,euro,,,,
582,2022-07-15 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.48,,bunq,NL,,,,euro,,,,
583,2022-07-15 00:00:00,DITZO,7585397304 Premie periode 15-07-2022 - 14-08-2022 Ditzo Doorlopende Reisverz.,2.77,,bunq,NL,,,,euro,,,,
584,2022-07-15 00:00:00,ABN AMRO Bank NV collecting for Tikkie,000493406070 0030011131670316 All̬gre NL90ABNA0883388804 Tikkie,19.75,,bunq,NL,,,,euro,,,,
585,2022-07-15 00:00:00,Kiosk ASDM 0193,"Kiosk ASDM 0193 AMSTERDAM, NL",3.58,,bunq,NL,,,,euro,,,,
586,2022-07-15 00:00:00,Dominos,P75PLNN87W24J4C2JG0S 0180219643048501 10256acb-dacc-4bc1-a5aa-a2c50f49,36.0,,bunq,NL,,,,euro,,,,
587,2022-07-16 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.98,,bunq,NL,,,,euro,,,,
588,2022-07-16 00:00:00,SHAN S BEAUTY H EN C,"SHAN S BEAUTY H EN C AMSTERDAM, NL",38.85,,bunq,NL,,,,euro,,,,
589,2022-07-16 00:00:00,CCV*Lucky King en Hong,"CCV*Lucky King en Hong AMSTERDAM, NL",9.3,,bunq,NL,,,,euro,,,,
590,2022-07-16 00:00:00,CCV*Empanadas Argentin,"CCV*Empanadas Argentin AMSTERDAM, NL",3.5,,bunq,NL,,,,euro,,,,
591,2022-07-16 00:00:00,Potato Club B.V.,"Potato Club B.V. Amsterdam, NL",13.5,,bunq,NL,,,,euro,,,,
592,2022-07-17 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.27,,bunq,NL,,,,euro,,,,
593,2022-07-17 00:00:00,Landmarkt,"Landmarkt AMSTERDAM, NL",63.38,,bunq,NL,,,,euro,,,,
594,2022-07-17 00:00:00,Landmarkt,"Landmarkt AMSTERDAM, NL",1.5,,bunq,NL,,,,euro,,,,
595,2022-07-17 00:00:00,Landmarkt,"Landmarkt AMSTERDAM, NL",3.7,,bunq,NL,,,,euro,,,,
596,2022-07-19 00:00:00,bunq,invoice 9127532,8.99,,bunq,NL,,,,euro,,,,
597,2022-07-19 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",8.5,,bunq,NL,,,,euro,,,,
598,2022-07-19 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",1.99,,bunq,NL,,,,euro,,,,
599,2022-07-20 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.18,,bunq,NL,,,,euro,,,,
600,2022-07-20 00:00:00,Payments via Adyen,VQJDPV6WN4SDQ632 0020006937283072 BookYogaRetreats,59.0,,bunq,NL,,,,euro,,,,
601,2022-07-21 00:00:00,Vending Trainmore PH,"Vending Trainmore PH AMSTERDAM, NL",3.0,,bunq,NL,,,,euro,,,,
602,2022-07-21 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",2.4,,bunq,NL,,,,euro,,,,
603,2022-07-21 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
604,2022-07-22 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.55,,bunq,NL,,,,euro,,,,
605,2022-07-22 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",5.38,,bunq,NL,,,,euro,,,,
606,2022-07-23 00:00:00,Trainmore B.V.,19-07-2022 / 15-08-2022,44.0,,bunq,NL,,,,euro,,,,
607,2022-07-23 00:00:00,Mitra,"Mitra AMSTERDAM, NL",6.98,,bunq,NL,,,,euro,,,,
608,2022-07-23 00:00:00,Blokker323 Amsterdam,"Blokker323 Amsterdam AMSTERDAM, NL",21.98,,bunq,NL,,,,euro,,,,
609,2022-07-23 00:00:00,De Bijenkorf,"De Bijenkorf Amsterdam, NL",32.5,,bunq,NL,,,,euro,,,,
610,2022-07-23 00:00:00,TJX NEDERLAND AMSTERDA,"TJX NEDERLAND AMSTERDA AMSTERDAM, NL",24.98,,bunq,NL,,,,euro,,,,
611,2022-07-23 00:00:00,NL0107,"NL0107 AMSTERDAM, NL",20.7,,bunq,NL,,,,euro,,,,
612,2022-07-23 00:00:00,N. Ncube,,,100.0,bunq,NL,,,,euro,,,,
613,2022-07-23 00:00:00,CCV*Atelier AF3 B.V.,"CCV*Atelier AF3 B.V. AMSTERDAM, NL",2.5,,bunq,NL,,,,euro,,,,
614,2022-07-24 00:00:00,BOLT.EU/O/2207240623,"BOLT.EU/O/2207240623 Tallinn, EE",20.3,,bunq,NL,,,,euro,,,,
615,2022-07-24 00:00:00,BOLT.EU/O/2207240623,"Refund: BOLT.EU/O/2207240623 Tallinn, EE",,20.3,bunq,NL,,,,euro,,,,
616,2022-07-24 00:00:00,Zneckbar V.O.F.,"Zneckbar V.O.F. AMSTERDAM, NL",5.1,,bunq,NL,,,,euro,,,,
617,2022-07-24 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.74,,bunq,NL,,,,euro,,,,
618,2022-07-25 00:00:00,PVH EUROPE,Salary July 2022,,3348.65,bunq,NL,,,,euro,,,,
619,2022-07-26 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.59,,bunq,NL,,,,euro,,,,
620,2022-07-26 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",20.3,,bunq,NL,,,,euro,,,,
621,2022-07-26 00:00:00,BOLT.EU/O/2207261324,"BOLT.EU/O/2207261324 Tallinn, EE",13.9,,bunq,NL,,,,euro,,,,
622,2022-07-26 00:00:00,BOLT.EU/O/2207261324,"Refund: BOLT.EU/O/2207261324 Tallinn, EE",,13.9,bunq,NL,,,,euro,,,,
623,2022-07-26 00:00:00,BOLT.EU/O/2207261326,"BOLT.EU/O/2207261326 Tallinn, EE",16.0,,bunq,NL,,,,euro,,,,
624,2022-07-26 00:00:00,BOLT.EU/O/2207261326,"Refund: BOLT.EU/O/2207261326 Tallinn, EE",,16.0,bunq,NL,,,,euro,,,,
625,2022-07-26 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.48,,bunq,NL,,,,euro,,,,
626,2022-07-26 00:00:00,Ilma,,230.0,,bunq,NL,,,,euro,,,,
627,2022-07-26 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",1.29,,bunq,NL,,,,euro,,,,
628,2022-07-27 00:00:00,NS GROEP IZ NS REIZIGERS,Factuur: 410007078294,79.15,,bunq,NL,,,,euro,,,,
629,2022-07-27 00:00:00,WILDE GANZEN IKON,Kenmerk INST-02094085 Omschrijving Bedankt voor uw gift aan Wilde Ganzen,7.5,,bunq,NL,,,,euro,,,,
630,2022-07-27 00:00:00,T-MOBILE THUIS B.V.,T-Mobile Thuis NTV56735 Factuur TMT1024805103,35.0,,bunq,NL,,,,euro,,,,
631,2022-07-27 00:00:00,I.R. Praamsma,,,230.0,bunq,NL,,,,euro,,,,
632,2022-07-27 00:00:00,CCV*RESTAURANT STORK,"CCV*RESTAURANT STORK AMSTERDAM, NL",19.8,,bunq,NL,,,,euro,,,,
633,2022-07-27 00:00:00,ZTL*GreenIrene,"ZTL*GreenIrene Amsterdam, NL",6.5,,bunq,NL,,,,euro,,,,
634,2022-07-27 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",1.29,,bunq,NL,,,,euro,,,,
635,2022-07-28 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",21.5,,bunq,NL,,,,euro,,,,
636,2022-07-29 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.38,,bunq,NL,,,,euro,,,,
637,2022-07-29 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",7.87,,bunq,NL,,,,euro,,,,
638,2022-07-30 00:00:00,BOLT.EU/O/2207301217,"BOLT.EU/O/2207301217 Tallinn, EE",17.0,,bunq,NL,,,,euro,,,,
639,2022-07-30 00:00:00,BOLT.EU/O/2207301217,"BOLT.EU/O/2207301217 Tallinn, EE",18.6,,bunq,NL,,,,euro,,,,
640,2022-07-30 00:00:00,BOLT.EU/O/2207301217,"Refund: BOLT.EU/O/2207301217 Tallinn, EE",,17.0,bunq,NL,,,,euro,,,,
641,2022-07-30 00:00:00,CCV*CAFE DE KROEGTIJGE,"CCV*CAFE DE KROEGTIJGE AMSTERDAM, NL",3.0,,bunq,NL,,,,euro,,,,
642,2022-07-30 00:00:00,SumUp  *Mister Cocos B,"SumUp  *Mister Cocos B Amsterdam, NL",5.0,,bunq,NL,,,,euro,,,,
643,2022-07-31 00:00:00,Action 1374,"Action 1374 Amsterdam, NL",27.78,,bunq,NL,,,,euro,,,,
644,2022-07-31 00:00:00,Vomar IJburg,"Vomar IJburg AMSTERDAM, NL",37.03,,bunq,NL,,,,euro,,,,
645,2022-08-01 00:00:00,ING Bank NV Betaalverzoek collecting for ING Betaalverzoek,NVetoNL38INGB0631178724 0051100131691835 Ams out ING Betaalverzoek,10.93,,bunq,NL,,,,euro,,,,
646,2022-08-01 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",4.5,,bunq,NL,,,,euro,,,,
647,2022-08-01 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",1.39,,bunq,NL,,,,euro,,,,
648,2022-08-01 00:00:00,bunq,Interest payment,,0.08,bunq,NL,,,,euro,,,,
649,2022-08-01 00:00:00,BRASSERIE HALTE 3,"BRASSERIE HALTE 3 AMSTERDAM, NL",45.5,,bunq,NL,,,,euro,,,,
650,2022-08-01 00:00:00,BPD Woningfonds,216106465 / AUGUSTUS 2022 EEF KAMERBEEKSTRAAT 206 BPD WONINGFONDS N. Ncube,1235.55,,bunq,NL,,,,euro,,,,
651,2022-08-01 00:00:00,DITZO ZORGVERZEKERING,Kenmerk  9468774564200007 / Omschrijving  Premie augustus,142.45,,bunq,NL,,,,euro,,,,
652,2022-08-01 00:00:00,Vattenfall Klantenservice N.V.,"519903719498 Factnr 40053221875 BTW 6,19 Termijn jul 2022 Klantnr 25131236 CRN 3015061646 Eef Kamerbeekstra 206  1095 MP AMST",75.0,,bunq,NL,,,,euro,,,,
653,2022-08-02 00:00:00,Peoples Place Bryant P,"Peoples Place Bryant P Amterdam, NL",2.4,,bunq,NL,,,,euro,,,,
654,2022-08-02 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
655,2022-08-02 00:00:00,Waternet/Gem. Amsterdam,"Klant: 1020036058, Factuur: 2018615761",15.0,,bunq,NL,,,,euro,,,,
656,2022-08-02 00:00:00,NOODLEBAR CENTRAAL,"NOODLEBAR CENTRAAL AMSTERDAM, NL",7.95,,bunq,NL,,,,euro,,,,
657,2022-08-03 00:00:00,ETOS 7475,"ETOS 7475 AMSTERDAM, NL",10.08,,bunq,NL,,,,euro,,,,
658,2022-08-03 00:00:00,Drogisterij IJburg,"Drogisterij IJburg AMSTERDAM, NL",35.17,,bunq,NL,,,,euro,,,,
659,2022-08-03 00:00:00,Drogisterij IJburg,"Drogisterij IJburg AMSTERDAM, NL",3.69,,bunq,NL,,,,euro,,,,
660,2022-08-03 00:00:00,N. Ncube,,,0.5,bunq,NL,,,,euro,,,,
661,2022-08-03 00:00:00,N. Ncube,Currency Conversion EUR-GBP (300.00),300.0,,bunq,NL,,,,euro,,,,
662,2022-08-03 00:00:00,Acibadem International Medical Center - 22009347,,135.0,,bunq,NL,,,,euro,,,,
663,2022-08-03 00:00:00,N. Ncube,,1.0,,bunq,NL,,,,euro,,,,
664,2022-08-04 00:00:00,GREEN EGG B.V.,"GREEN EGG B.V. AMSTERDAM, NL",4.9,,bunq,NL,,,,euro,,,,
665,2022-08-04 00:00:00,N. Ncube,,0.1,,bunq,NL,,,,euro,,,,
666,2022-08-04 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
667,2022-08-04 00:00:00,N. Ncube,,1.0,,bunq,NL,,,,euro,,,,
668,2022-08-04 00:00:00,BUDGET MOBIEL,O227906533/+31610316325 - Onbeperkt 1 jaar (kenmerk: 1200-0000-3125-9548),20.0,,bunq,NL,,,,euro,,,,
669,2022-08-04 00:00:00,N. Ncube,,1.0,,bunq,NL,,,,euro,,,,
670,2022-08-04 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",3.0,,bunq,NL,,,,euro,,,,
671,2022-08-04 00:00:00,N. Ncube,,1.0,,bunq,NL,,,,euro,,,,
672,2022-08-04 00:00:00,AH togo A'damOst 5822,"AH togo A'damOst 5822 AMSTERDAM, NL",2.6,,bunq,NL,,,,euro,,,,
673,2022-08-04 00:00:00,N. Ncube,,0.4,,bunq,NL,,,,euro,,,,
674,2022-08-04 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.25,,bunq,NL,,,,euro,,,,
675,2022-08-04 00:00:00,N. Ncube,,0.75,,bunq,NL,,,,euro,,,,
676,2022-08-05 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.29,,bunq,NL,,,,euro,,,,
677,2022-08-05 00:00:00,N. Ncube,,0.71,,bunq,NL,,,,euro,,,,
678,2022-08-05 00:00:00,CCV*De Belg I Horeca B,"CCV*De Belg I Horeca B AMSTERDAM, NL",5.5,,bunq,NL,,,,euro,,,,
679,2022-08-05 00:00:00,N. Ncube,,0.5,,bunq,NL,,,,euro,,,,
680,2022-08-05 00:00:00,Stichting Melkweg,"Stichting Melkweg AMSTERDAM, NL",16.0,,bunq,NL,,,,euro,,,,
681,2022-08-05 00:00:00,N. Ncube,,1.0,,bunq,NL,,,,euro,,,,
682,2022-08-06 00:00:00,bunq,invoice 9307356,0.7,,bunq,NL,,,,euro,,,,
683,2022-08-06 00:00:00,N. Ncube,,0.3,,bunq,NL,,,,euro,,,,
684,2022-08-06 00:00:00,Hand & Foot,"Hand & Foot AMSTERDAM, NL",90.0,,bunq,NL,,,,euro,,,,
685,2022-08-06 00:00:00,N. Ncube,,1.0,,bunq,NL,,,,euro,,,,
686,2022-08-06 00:00:00,CCV*Seth Take-Out,"CCV*Seth Take-Out ALMERE, NL",11.5,,bunq,NL,,,,euro,,,,
687,2022-08-06 00:00:00,N. Ncube,,0.5,,bunq,NL,,,,euro,,,,
688,2022-08-06 00:00:00,AH togo A'damOst 5822,"AH togo A'damOst 5822 AMSTERDAM, NL",3.45,,bunq,NL,,,,euro,,,,
689,2022-08-06 00:00:00,N. Ncube,,0.55,,bunq,NL,,,,euro,,,,
690,2022-08-06 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.64,,bunq,NL,,,,euro,,,,
691,2022-08-06 00:00:00,N. Ncube,,0.36,,bunq,NL,,,,euro,,,,
692,2022-08-22 02:00:00,Trainline,Trainline London GBR,36.39,,capital one,UK,,Current,36.39,GBP,1.0,London,EC1N 2TD,GBR
693,2022-08-22 02:00:00,ARRIVA KENT THAMESIDE,ARRIVA KENT THAMESIDE MAIDSTONE GBR,2.3,,capital one,UK,,Current,2.3,GBP,1.0,MAIDSTONE,ME15 6TX,GBR
694,2022-08-19 02:00:00,ARRIVA KENT THAMESIDE,ARRIVA KENT THAMESIDE MAIDSTONE GBR,4.6,,capital one,UK,,Current,4.6,GBP,1.0,MAIDSTONE,ME15 6TX,GBR
695,2022-08-19 02:00:00,SUPERDRUG STORES PLC,SUPERDRUG STORES PLC SOUTHEND GBR,23.65,,capital one,UK,,Current,23.65,GBP,1.0,SOUTHEND,SS1 1JD,GBR
696,2022-08-19 02:00:00,PIZZA EXPRESS,PIZZA EXPRESS SOUTHEND 1311,26.65,,capital one,UK,,Current,26.65,GBP,1.0,SOUTHEND 1311,SS11PR,GBR
697,2022-08-18 02:00:00,OLIVE OIL & OREGANO,OLIVE OIL & OREGANO GRAYS RM20,9.0,,capital one,UK,,Current,9.0,GBP,1.0,GRAYS RM20,RM20 2ZN,GBR
698,2022-08-18 02:00:00,ARRIVA KENT THAMESIDE,ARRIVA KENT THAMESIDE MAIDSTONE GBR,4.6,,capital one,UK,,Current,4.6,GBP,1.0,MAIDSTONE,ME15 6TX,GBR
699,2022-08-18 02:00:00,BOOTS/0944,BOOTS/0944 SOUTHEND ON SGBR,1.0,,capital one,UK,,Current,1.0,GBP,1.0,SOUTHEND ON S,SS1 1DE,GBR
700,2022-08-18 02:00:00,CRAZY CAVE,CRAZY CAVE Southend-On-SGBR,17.96,,capital one,UK,,Current,17.96,GBP,1.0,Southend-On-S,SS1 1JF,GBR
701,2022-08-18 02:00:00,Yole Lakeside,Yole Lakeside Grays GBR,4.45,,capital one,UK,,Current,4.45,GBP,1.0,Grays,RM20 2ZP,GBR
702,2022-08-16 02:00:00,WWW.JUST-EAT.CO.UK,WWW.JUST-EAT.CO.UK 02067 362061,23.75,,capital one,UK,,Current,23.75,GBP,1.0,02067 362061,WD6 1JN,GBR
703,2022-08-14 02:00:00,PAYPAL *SPOTIFY,PAYPAL *SPOTIFY 35314369001 GBR,9.99,,capital one,UK,,Current,9.99,GBP,1.0,35314369001,W1F7TU,GBR
704,2022-08-13 02:00:00,ASDA SUPERSTORE,ASDA SUPERSTORE SHOEBURYNESS GBR,38.5,,capital one,UK,,Current,38.5,GBP,1.0,SHOEBURYNESS,SS3 8DA,GBR
705,2022-08-12 02:00:00,ASDA SUPERSTORE,ASDA SUPERSTORE SHOEBURYNESS GBR,41.14,,capital one,UK,,Current,41.14,GBP,1.0,SHOEBURYNESS,SS3 8DA,GBR
706,2022-08-11 02:00:00,MARIE CURIE CANCER CAR,MARIE CURIE CANCER CAR SWINDON GBR,3.95,,capital one,UK,,Current,3.95,GBP,1.0,SWINDON,SS3 8DA,GBR
707,2022-08-11 02:00:00,ASDA SUPERSTORE,ASDA SUPERSTORE SHOEBURYNESS GBR,2.0,,capital one,UK,,Current,2.0,GBP,1.0,SHOEBURYNESS,SS3 8DA,GBR
708,2022-08-11 02:00:00,ASDA SUPERSTORE,ASDA SUPERSTORE SHOEBURYNESS GBR,17.45,,capital one,UK,,Current,17.45,GBP,1.0,SHOEBURYNESS,SS3 8DA,GBR
709,2022-08-10 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,7.31,,capital one,UK,,Current,7.31,GBP,1.0,35314369001,1097DP,NLD
710,2022-08-10 02:00:00,TSGN,TSGN LUTON,17.7,,capital one,UK,,Current,17.7,GBP,1.0,LUTON,LU1 3JW,GBR
711,2022-08-05 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,19.74,,capital one,UK,,Cycled,19.74,GBP,1.0,35314369001,1097DP,NLD
712,2022-08-02 02:00:00,DIRECT DEBIT PAYMENT - TH,DIRECT DEBIT PAYMENT - THANK YOU,,136.48,capital one,UK,,Cycled,136.48,GBP,0.0,ANK YOU,,
713,2022-08-02 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,18.19,,capital one,UK,,Cycled,18.19,GBP,1.0,35314369001,1097DP,NLD
714,2022-07-26 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,18.79,,capital one,UK,,Cycled,18.79,GBP,1.0,35314369001,1097DP,NLD
715,2022-07-24 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,28.45,,capital one,UK,,Cycled,28.45,GBP,1.0,35314369001,1097DP,NLD
716,2022-07-23 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,23.82,,capital one,UK,,Cycled,23.82,GBP,1.0,35314369001,1097DP,NLD
717,2022-07-19 02:00:00,NON STERLING TRANSACTION,NON STERLING TRANSACTION FEE 2.75%,,0.93,capital one,UK,,Cycled,0.93,GBP,0.0,FEE 2.75%,,
718,2022-07-17 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,6.6,,capital one,UK,,Cycled,6.6,GBP,1.0,35314369001,1097DP,NLD
719,2022-07-17 02:00:00,ALIEXPRESS.COM,ALIEXPRESS.COM LONDON GBR,33.99,,capital one,UK,,Cycled,40.02,GBP,1.177405119,LONDON,E14 5AB,GBR
720,2022-07-16 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,14.2,,capital one,UK,,Cycled,14.2,GBP,1.0,35314369001,1097DP,NLD
721,2022-07-14 02:00:00,PAYPAL *SPOTIFY,PAYPAL *SPOTIFY 35314369001 GBR,9.99,,capital one,UK,,Cycled,9.99,GBP,1.0,35314369001,W1F7TU,GBR
722,2022-07-12 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,10.82,,capital one,UK,,Cycled,10.82,GBP,1.0,35314369001,1097DP,NLD
723,2022-07-07 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,1.79,,capital one,UK,,Cycled,1.79,GBP,1.0,35314369001,1097DP,NLD
724,2022-07-07 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,28.49,,capital one,UK,,Cycled,28.49,GBP,1.0,35314369001,1097DP,NLD
725,2022-07-03 02:00:00,DIRECT DEBIT PAYMENT - TH,DIRECT DEBIT PAYMENT - THANK YOU,,140.63,capital one,UK,,Cycled,140.63,GBP,0.0,ANK YOU,,
726,2022-07-03 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,12.7,,capital one,UK,,Cycled,12.7,GBP,1.0,35314369001,1097DP,NLD
727,2022-07-02 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,17.8,,capital one,UK,,Cycled,17.8,GBP,1.0,35314369001,1097DP,NLD
728,2022-06-29 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,16.91,,capital one,UK,,Cycled,16.91,GBP,1.0,35314369001,1097DP,NLD
729,2022-06-22 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,10.85,,capital one,UK,,Cycled,10.85,GBP,1.0,35314369001,1097DP,NLD
730,2022-06-17 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,22.23,,capital one,UK,,Cycled,22.23,GBP,1.0,35314369001,1097DP,NLD
731,2022-06-14 02:00:00,PAYPAL *SPOTIFY,PAYPAL *SPOTIFY 35314369001 GBR,9.99,,capital one,UK,,Cycled,9.99,GBP,1.0,35314369001,W1F7TU,GBR
732,2022-06-10 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,15.72,,capital one,UK,,Cycled,15.72,GBP,1.0,35314369001,1097DP,NLD
733,2022-06-02 02:00:00,DIRECT DEBIT PAYMENT - TH,DIRECT DEBIT PAYMENT - THANK YOU,,117.4,capital one,UK,,Cycled,117.4,GBP,0.0,ANK YOU,,
734,2022-05-28 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,10.65,,capital one,UK,,Cycled,10.65,GBP,1.0,35314369001,1097DP,NLD
735,2022-05-18 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,5.65,,capital one,UK,,Cycled,5.65,GBP,1.0,35314369001,1097DP,NLD
736,2022-05-18 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,5.9,,capital one,UK,,Cycled,5.9,GBP,1.0,35314369001,1097DP,NLD
737,2022-05-14 02:00:00,PAYPAL *UBERPAYMENT,PAYPAL *UBERPAYMENT 35314369001 NLD,28.45,,capital one,UK,,Cycled,28.45,GBP,1.0,35314369001,1097DP,NLD
